86.9948,0
300.364,5.38
281.19,10.76
81.2568,16.14
30.1671,21.52
61.8868,26.9
34.8544,32.28
17.665,37.66
7.27083,43.04
18.1989,48.42
2.96755,53.8
8.48475,59.18
27.3291,64.56
24.5823,69.94
18.7228,75.32
7.85242,80.7
8.17436,86.08
10.2975,91.46
8.67961,96.84
16.4008,102.22
1.40441,107.6
13.73,112.98
8.35206,118.36
20.5765,123.74
22.5618,129.12
28.8646,134.5
66.0346,139.88
108.883,145.26
98.8145,150.64
72.4918,156.02
43.5849,161.4
30.446,166.78
24.3264,172.16
18.2998,177.54
16.0172,182.92
22.88,188.3
14.1548,193.68
13.2447,199.06
14.9856,204.44
5.36528,209.82
12.038,215.2
8.6094,220.58
3.74415,225.96
13.264,231.34
6.01319,236.72
8.04849,242.1
9.66766,247.48
17.4619,252.86
5.42771,258.24
26.5528,263.62
26.3832,269
43.7363,274.38
58.1636,279.76
89.0964,285.14
150.532,290.52
159.75,295.9
131.338,301.28
67.0257,306.66
44.5053,312.04
56.7452,317.42
28.9028,322.8
13.9127,328.18
29.2064,333.56
21.6966,338.94
16.0917,344.32
25.1022,349.7
11.8236,355.08
9.96515,360.46
26.858,365.84
1.2801,371.22
7.60212,376.6
19.5377,381.98
2.86101,387.36
16.0937,392.74
15.4388,398.12
15.3669,403.5
12.507,408.88
20.5349,414.26
19.7703,419.64
18.0502,425.02
29.0729,430.4
31.3841,435.78
28.9511,441.16
36.0868,446.54
22.2231,451.92
15.389,457.3
13.2333,462.68
13.4626,468.06
3.60687,473.44
1.6023,478.82
9.70665,484.2
5.125,489.58
3.03534,494.96
2.04759,500.34
3.68359,505.72
2.85266,511.1
5.84261,516.48
2.59755,521.86
0.54304,527.24
4.22483,532.62
3.43915,538
1.21565,543.38
6.11703,548.76
2.35179,554.14
7.21211,559.52
7.48659,564.9
7.41316,570.28
8.78209,575.66
10.9695,581.04
9.10931,586.42
9.74576,591.8
9.107,597.18
5.30873,602.56
8.13189,607.94
4.20484,613.32
4.70553,618.7
6.31416,624.08
1.66208,629.46
5.49669,634.84
5.08036,640.22
3.82535,645.6
4.80472,650.98
4.97015,656.36
5.69411,661.74
4.20936,667.12
0.744403,672.5
1.33597,677.88
5.8426,683.26
4.77666,688.64
7.32998,694.02
4.34636,699.4
6.60732,704.78
3.74505,710.16
6.17267,715.54
3.71948,720.92
9.19484,726.3
6.07745,731.68
10.9791,737.06
7.54827,742.44
6.04115,747.82
8.80204,753.2
6.31687,758.58
5.23955,763.96
1.40061,769.34
6.56305,774.72
5.61859,780.1
6.35068,785.48
7.02493,790.86
6.93145,796.24
7.38514,801.62
6.38901,807
3.41246,812.38
0.635592,817.76
1.18913,823.14
2.74089,828.52
2.03068,833.9
4.07593,839.28
4.64135,844.66
1.94291,850.04
6.83759,855.42
6.22371,860.8
4.02437,866.18
11.3843,871.56
3.62506,876.94
7.01038,882.32
6.83789,887.7
8.29785,893.08
4.58501,898.46
8.58206,903.84
0.545907,909.22
4.73087,914.6
0.835586,919.98
4.26374,925.36
6.07929,930.74
3.84386,936.12
2.58667,941.5
0.990824,946.88
2.32466,952.26
4.07308,957.64
2.68864,963.02
2.59596,968.4
2.83813,973.78
4.09805,979.16
3.668,984.54
5.68345,989.92
6.18232,995.3
2.09724,1000.68
1.45747,1006.06
5.91381,1011.44
7.7451,1016.82
7.22102,1022.2
2.29696,1027.58
3.23131,1032.96
0.99745,1038.34
6.27823,1043.72
3.58917,1049.1
6.75873,1054.48
2.48557,1059.86
1.44502,1065.24
5.08149,1070.62
0.654224,1076
0.563136,1081.38
2.30512,1086.76
3.67318,1092.14
4.97603,1097.52
0.873462,1102.9
2.76725,1108.28
2.95018,1113.66
8.3354,1119.04
8.20369,1124.42
5.17163,1129.8
1.03994,1135.18
3.78282,1140.56
1.87128,1145.94
1.51984,1151.32
6.11201,1156.7
1.6305,1162.08
